kode,nama,kab,alamat,TELEPON,pemilik,kelas
7205022,RS Umum Daerah Kabelota,Donggala,"  Jl. Poros  Palu - Donggala Desa/Kelurahan Kabonga Besar, Kecamatan Banawa ,Kabupaten Donggala ,Provinsi Sulawesi Tengah",0457-71892,Pemkab,C
7208012,RS Ibu dan Anak Defina,Parigi Moutong,Jln.Trans Sulawesi no.7 Kampal Parigi,045021915,Perorangan,C
7271128,RS Umum  Sis Al Jufri Palu,Kota Palu,"Jl.SIS ALJUFRI No 72, PALU",0451-456925,Organisasi Sosial,C
7202015,RS Umum Daerah Kabupaten Banggai ,Banggai,Jl. Imam Bonjol KM 3 No. 14 Luwuk,0461-21820,Pemkab,B
7271116,RS Ibu dan Anak Tinatapura,Kota Palu,Jl. Raden Saleh 31 Palu,422870,Organisasi Sosial,C
7271130,RS Ibu dan Anak Nasana Pura,Kota Palu,"Jl. Jend. H. M. Soeharto no. 10, Kel. Petobo, Kec. Palu Selatan, Kota Palu, Provinsi Sulawesi Tengah",0451-488122,SWASTA/LAINNYA,C
7201011,RS Umum Daerah Banggai,Banggai Laut,Jl. KM. 07 Desa Adean Kecamatan Banggai Tengah Kabupaten Banggai Laut Provinsi Sulawesi Tengah,085398149789,Pemkab,C
7207013,RS Umum Daerah Mokoyurli Buol,Buol, Jln. DR. Wahidin Sudirohusodo No.12 Kel. Leok II  Kec. Biau Kabupaten Buol Provinsi Sulawesi Tengah,0445-2210031,Pemkab,C
7204010,RS Umum Daerah Poso,Poso,Jl. Jenderal Sudirman No.33  Kel Kasintuwu Poso,0452-21071,Pemkab,C
7305014,RS Umum Daerah Pratama Takalar,Takalar,Jalan Zubair Dg Tutu No.1 Kelurahan Palleko Kecamatan Polongbangkeng Utara Kab. Takalar,085299932842,Pemkab,D PRATAMA
7371418,RS Ibu dan Anak Malebu Husada,Kota Makassar,JL.Goa Ria Blok A1 No 7 Kelurahan Bakung Kecamatan Biringkanaya Kota Makassar Provinsi Sulawesi Selatan,0411-483 2907,SWASTA/LAINNYA,C
7371030,RS Tk. II Pelamonia,Kota Makassar,"Jl. Jend Sudirman No.27,Makassar",(0411) 7402332,TNI AD,B
7371373,RS Grestelina,Kota Makassar,Jl. Hertasning Raya No.51 Makassar,448855,SWASTA/LAINNYA,B
7371448,RS Politeknik Ilmu Pelayaran (PIP) Makassar,Kota Makassar,Jl. Tentara Pelajar No. 173/Jl. Yos Sudarso Kel. Malimongan Tua Kec. Wajo Kota Makassar Provinsi Sulawesi Selatan,,Kementerian Lain,D
7371436,RS Mata Makassar,Kota Makassar,"Jl. Lingkar Barat Tallasa City Tamalanrea, Desa/Kelurahan Tamalanrea, Kec. Tamalanrea, Kota Makassar, Provinsi Sulawesi Selatan 90241",0411855643,Kemkes ,C
7310016,RS Umum Batara Siang,Pangkajene Kepulauan,  Jl. Sultan Hasanudin 7 Pangkajene,0410-2311118,Pemkab,C
7371429,RS Ibu dan Anak Kartini ,Kota Makassar,"JALAN R.A KARTINI NO. 1A
KEC. UJUNG PANDANG, KEL. BARU",0411 3620025,SWASTA/LAINNYA,C
7373005,RS Mujaisyah,Kota Palopo,"Jl. DR. Ratulangi KM.05 Poros Balandai, Kelurahan Temmalebba, Kecamatan Bara, Kota Palopo, Provinsi Sulawesi Selatan",0471-3311727,SWASTA/LAINNYA,D
7371256,RS Khusus Daerah Ibu dan Anak Siti Fatimah,Kota Makassar," Jl. Gunung Merapi No. 75  Makassar
Kelurahan Lajangiru Kecamatan UjungPandang
Provinsi Sulawesi Selatan
",0411-3624956,Pemprop,B
7304011,RS Umum Daerah Lanto Daeng Pasewang,Jeneponto,"JL ISHAK ISKANDAR, KEL. EMPOANG SELATAN, KEC. BINAMU",0419-22113,Pemkab,C
7371107,RS Ibu dan Anak Masyita,Kota Makassar," Jl. Camba Jawayya No.24 Tello Baru, Makasar",085159442451,Organisasi Sosial,C
7317020,RS Umum Inco Sorowako,Luwu Timur,"Jl. Diponegoro No. 1 Sorowako, Kec. Nuha Kab.Luwu Timur ",(021) 5249100,Perusahaan,C
7371052,RS Akademis Jaury,Kota Makassar,"Jl. Jend. M. Jusuf No. 57 A, RT 004 RW 001 Kelurahan Pattunuang Kecamatan Wajo Kota Makassar Provinsi Sulawesi Selatan",0411-3617343,Organisasi Sosial,B
7371430,RS Ibu dan Anak Amanat,Kota Makassar,Jl. Haji Bau No. 11D Makassar,411873575,Perusahaan,C
7372020,RS Fatima Pare-Pare,Kota Pare-pare,Jl. Ilham No.5 Pare-Pare,(0421)21847,Organisasi Sosial,C
7326003,RS Santa Teresa Marampa Rantepao,Toraja Utara,"JL. ANDI MAPPANYUKI NO.73, RT. 01, RW. 01",04232922352,Organisasi Katholik,D
7312011,RS Umum Daerah Latemmamala Soppeng,Soppeng," Jl. Malaka Raya Kec. Lalabata, Kab. Soppeng",0484-23307,Pemkab,B
7371314,RS Umum Pusat Dr. Tadjuddin Chalid Makassar,Kota Makassar,"Jl. Paccerakkang No.67 / Pajjaiang  No.67  Daya  Makassar,90241 Propinsi Sulawesi Selatan",0411-512902,Kemkes ,B
7316026,RS Umum Hj. Puang Sabbe,Enrekang,Jl.H.Andi Liu No.1 Cakke Kec. Anggeraja,,Pemkab,D PRATAMA
7371428,RS Ibu dan Anak Paramount,Kota Makassar,Jl. Andi Pangeran Pettarani No 82 Makassar,0411 4671666,Perusahaan,B
7306046,RS Umum Daerah Syehk Yusuf Gowa,Gowa,"Jl. Dr. Wahidin Sudirohusodo No.48, Kelurahan Batangkaluku, Kecamatan Somba Opu, Kabupaten Gowa, Provinsi Sulawesi Selatan",0411-866536,Pemkab,B
7373064,RS AT Medika,Kota Palopo,Jl. Andi Djemma No. 6Palopo,0471 21596,Organisasi Sosial,C
7371074,RS AL Jala Ammari Makassar,Kota Makassar,Jl. Satando  No 27 Kel Tamalabba Kec Ujung Tanah,4113633289,TNI AL,C
7314025,RS Umum Anugrah Pangkajene,Sidenreng Rappang,"Jl. Lanto Dg. Pasewang No. 60, Kelurahan Pangkajene, Kecamatan Maritengngae, Kabupaten Sidenreng Rappang, Provinsi Sulawesi selatan",0421 96234 ,SWASTA/LAINNYA,D
7306070,RS PKU Muhammadiyah Unismuh Makassar,Gowa,Jl. Tun Abdul Razak RT. 01 RW.  05 Kelurahan Romang Polong Kecamatan Somba Opu Kabupaten Gowa Provinsi Sulawesi Selatan Kode Pos 92118,04113985666,SWASTA/LAINNYA,C
7313024,RS Prima Husada Sengkang,Wajo,Jl. Jend. Ahmad Yani No. 29 Sengkang,081244401664,Perusahaan,D
7371426,RS Hermina Makassar,Kota Makassar,"Jl. Toddopuli Raya Timur, Kel. Borong, Kec. Manggala, Makassar",0411-4091817,SWASTA/LAINNYA,C
7372075,RS Umum Daerah Andi Makkasau Parepare,Kota Pare-pare,Jl. Nurussamawati No.9 Kota Parepare,0421-21823,Pemkot,B
7371408,RS Universitas Hasanuddin,Kota Makassar,"Jl. Perintis Kemerdekaan KM.11 
Kel. Tamalanrea Indah, Kec. Tamalanrea, Kota Makassar, Sulawesi Selatan 90245",(0411) 591331,Kementerian Lain,B
7304012,RS Umum Daerah Rumbia,Jeneponto,Jl. Desa Lebang Manai Kec. Rumbia,082155105516,Pemkab,D PRATAMA
7313023,RS Umum Daerah Siwa,Wajo,"  Jl. Andi Djaja No.1 Kec. Pitumpanua, Siwa, Kab. Wajo",0472-321003,Pemkab,D
7307025,RS Umum Daerah Kelas D Pratama Bulu Paccing Bikeru,Sinjai,"Jl. Poros Bulu Paccing Desa Alenangka Kec.Sinjai Selatan
",085299439668,Pemkab,D PRATAMA
7314013,RS Umum Daerah Nene Mallomo,Sidenreng Rappang," Jl. Wolter Monginsidi Pangkajene, Kab. Sidenreng Rappang",0421-91493,Pemkab,C
7371399,RS Primaya,Kota Makassar,Jl. Urip Sumohardjo No. 43,0411-454567,Perusahaan,B
7318054,RS Umum Daerah Lakipadada,Tana Toraja,"Jl. Pongtiku No.486, Kel. Tambunan, Kecamatan Makale Utara, Kabupaten Tana Toraja, Prov. Sulawesi Selatan",0423-22264,Pemkab,C
7371406,RS Ibu dan Anak Budi Mulia,Kota Makassar,JL. Nikel Blok. A. 21,"0411-449874, 44",Perorangan,C
7314036,RS Adinda Medical Centre,Sidenreng Rappang,Jl. Hos Cokroaminoto Kel. Maccorawalie Kec. Panca Rijang,085222333254_,Perorangan,D
7322003,RS Umum Hikmah Masamba,Luwu Utara,"Jln. Ir. Soekarno, Kelurahan  Kappuna Kecamatan Masamba Kabupaten Luwu Utara Provinsi Sulawesi Selatan",0473-21021,SWASTA/LAINNYA,C
7371340,RS Ibnu Sina YW-UMI Makassar,Kota Makassar,"Jl. Urip Sumohardjo Km. 05 No. 264, Kelurahan Karampuang, Kecamatan panakkukang, Kota Makassar, Provinsi Sulawesi Selatan, Kode Pos 90232",(0411) 452917,Organisasi Sosial,B
7371336,RS Hikmah,Kota Makassar,"Jl. Yosef Latumahina No. 1, Makassar Losari, Kec. Ujung Pandang, Sulawesi Selatan.",(0411) 872284,Organisasi Sosial,C
7371449,RS Otak & Jantung Pertamina Royal Biringkanaya,Kota Makassar,Jl. Pajjaiang Sudiang Raya,081354244290,BUMN,B
7371422,RS Khusus Gigi dan Mulut Universitas Hasanuddin,Kota Makassar,"JL. Kandea No. 5, Kota Makassar Provinsi Sulawesi Selatan",0411-3616336,Kementerian Lain,B
7308026,RS Tk. IV DR. M. Yasin Bone,Bone,Jl. Jend Sudirman Watampone,0481-26949,TNI AD,C
7302017,RS Ibu dan Anak Yasira,Bulukumba,Jl. Kusuma Bangsa No. 3 ,082393005000,SWASTA/LAINNYA,C
7303013,RS Ibu dan Anak Pelangi Medica,Bantaeng,Jl. Lingkar Bisampole Kab. Bantaeng,085280902623,SWASTA/LAINNYA,C
7303012,RS Umum Daerah Banyorang,Bantaeng,"Jl. Pendidikan No. 33, Kelurahan Banyorang, Kecamatan Tompobulu, Kabupaten Bantaeng, Provinsi Sulawesi Selatan",085249569838,Pemkab,D
7308070,RS Hamuna ,Bone,"Jl. Poros Bone Sinjai Desa Gona Kecamatan Kajuara, Kabupaten Bone, Provinsi Sulawesi-Selatan",082193758610,Perusahaan,C
7371180,RS Ibu dan Anak Sentosa,Kota Makassar,"Jl. Jend. Sudirman No.52, Kel. Sawerigading, Kec. Ujung Pandang, Kota Makassar, Sulawesi Selatan 90114",0411 - 3612720,Organisasi Sosial,C
7302028,RS Umum Daerah Kelas D Pratama Tanete,Bulukumba,Jl. Poros Bulukumba–Tanete Kel. Tanete Kec. Bulukumpa Kabupaten Bulukumba Provinsi Sulawesi Selatan,085299992044,Pemkab,D PRATAMA
7301017,RS Pratama Jampea,Kepulauan Selayar,Dusun Lembongan Desa Bontobaru Kec. Pasimasunggu Timur Kab. Kepulauan Selayar Prov. Sulawesi Selatan,085163677987,Pemkab,D PRATAMA
7301015,RS Umum Daerah KH. Hayyung Kepulauan Selayar,Kepulauan Selayar,Jl. KH. Abdul Kadir Kasim Kepulauan Selayar Sulawesi Selatan,0414-2313031,Pemkab,C
7371014,RS Umum Daerah Sayang Rakyat,Kota Makassar,Jl. Pahlawan No. 1000 Kec. Biringkanaya,0411-3629911,Pemprop,C
7315014,RS Umum Daerah Lasinrang Pinrang,Pinrang,  Jl. Macan No. 22 Pinrang,0421-921298,Pemkab,C
7371026,RS Umum Daerah Labuang Baji,Kota Makassar,Jl. Dr. Ratulangi No. 81 Makassar,0411-872120,Pemprop,B
7308071,RS Umum Daerah La Mappapenning,Bone,"Jl.H.M. Yusuf, Desa/Kelurahan Mappesangka, Kec. Ponre, Kab. Bone, Provinsi Sulawesi Selatan, Kode Pos 90765",08124100868 ,Pemprop,C
7371432,RS Umum Sayang Bunda,Kota Makassar,"Jl. Letjen Hertasning No.52, Kel. Tidung, Kec. Rappocini, Kota Makassar, Sulawesi Selatan 90222",(0411) 4671332,SWASTA/LAINNYA,D
7371362,RS Umum Daerah Haji Makassar,Kota Makassar,"Jl. Dg. Ngeppe No. 14 Kecamatan Tamalate,Kelurahan Parang Tambung,Kota Makassar,Provinsi Sulawesi Selatan,Kode Pos 90224",0411-856091,Pemprop,B
7317076,RS Hikmah Sejahtera Belopa ,Luwu,"Jl. Topoka No. 22 B, Kelurahan Tampumia Radda. Kec. Belopa. Kab. Luwu. Provinsi. Sulawesi Selatan",0471-3210234,Perusahaan,C
7373004,RS Umum St. Madyang,Kota Palopo,JL. Andi Kambo No.87 Kelurahan Salekoe Kecamatan Wara Timur Kota Palopo Provinsi Sulawesi Selatan  ,0411-24227,SWASTA/LAINNYA,C
7309016,RS Umum Daerah dr. La Palaloi,Maros,  Jl. Poros Maros-Makassar KM 3 Maros,08114229094,Pemkab,C
7310021,RS Umum Daerah Batiling,Pangkajene Kepulauan,"Jl.poros Batiling, Desa Batara, Kec.Labakkang kab. Pangkep",082319564485,Pemkab,D
7313025,RS Hikmah Citra medika Sengkang,Wajo,Jl. Rusa Kel. Mattirotappareng Kec. Tempe 90913 Kabupaten Wajo Sulawesi Selatan,,SWASTA/LAINNYA,C
7371223,RS Ibu dan Anak Chaterine Booth,Kota Makassar,Jl. Arief Rate No.15 Makassar,0411-873803,Organisasi Sosial,C
7322004,RS Hikmah Sejahtera Sukamaju,Luwu Utara,Jl. Trans Sulawesi Desa Kaluku Kecamatan Sukamaju,082187248801,SWASTA/LAINNYA,D
7303010,RS Umum Daerah Prof. Dr. H. Anwar Makkatutu,Bantaeng,"Jl. Teratai No. 20 Kel. Pallantikang, Kec. Bantaeng",0413-21004,Pemkab,B
7310032,RS Kelas D Pratama Sailus,Pangkajene Kepulauan,"Pulau Sailus Desa Sailus Kec. Liukang Tangaya Kabupaten Pangkajene dan kepulauan Provinsi sulawesi Selatan
",087841592072,Pemkab,D PRATAMA
7318010,RS Umum Elim Rantepao,Toraja Utara, Jl. A.Yani No. 68 Rantepao,25572,Organisasi Sosial,C
7373016,RS Umum Daerah Sawerigading,Kota Palopo,"   Jl. Dr. Ratulangi KM.7 Rampoang, Kel.To'bulung, Kec.Bara, Kota Palopo, Provinsi Sulawesi Selatan, Kode Pos 91914",0471-3312133,Pemkot,B
7305015,RS Khusus Ibu dan Anak Zainab,Takalar,Jl. Bauru Daeng Gau No. 45 Kel. Bontolebang Kec. Galesong Utara,,Pemkab,C
7371041,RS Kepolisian Bhayangkara,Kota Makassar,Jl. Letjen Pol. A Mappaoudang No. 63 Makassar,"872514, 830840",POLRI,B
7371400,RS PKU Muhammadiyah Mamajang,Kota Makassar,Jl. Veteran Selatan No. 201 Makassar Sulawesi Selatan,0411-871780 / 0,Organisasi Sosial,D
7371395,RS Umum Daerah Daya Kota Makassar,Kota Makassar,"Jl. Perintis Kemerdekaan KM. 14, Daya Kec. Biringkanayya Kota Makassar Provinsi Sulawesi Selatan",0411-510016,Pemkot,B
7306059,RS Umum Yapika,Gowa,"Jl. Abdul Kadir Dg. Suro No.140 Kel. Samata Kec. Somba Opu, Kab. Gowa, Prov. Sulawesi Selatan",04118980000,Perorangan,C
7371414,RS Ibu dan Anak Prof. dr. H. M. Farid,Kota Makassar,"Jl. Dr. Wahidin Sudirohusodo No. 230 Makassar 90173,  Desa/Kelurahan Melayu Barau, Kecamtan Wajo, Kota Makassar, Provinsi Sulawesi Selatan",0411-3619745,SWASTA/LAINNYA,C
7373007,RS Mega Buana Palopo,Kota Palopo,Jl. Andi Djemma No. 138 Kel. Binturu Kec. Wara Selatan Kota Palopo Prov. Sulawesi Selatan,0471 22266,Perusahaan,C
7311010,RS Umum Daerah La Patarai,Barru,Jl. Lasawedi Kel.Coppo Kec.Barru Kab.Barru,,Pemkab,C
7308059,RS Umum Daerah Datu Pancaitana,Bone,Jl. Gatot Subroto Kel. Biru Kec. Tanete Riattang,48125252,Pemkab,C
7371293,RS Islam Faisal,Kota Makassar,"Jl. Andi Pangeran Pettarani, kelurahan Banta-bantaeng, Kecamatan Rappocini, Kota Makassar, Provinsi Sulawesi Selatan",0411-853364,Organisasi Islam ,B
7305026,RS Umum Daerah Galesong Kabupaten Takalar,Takalar,"Jln. Poros Galesong Utara, Kec. Galesong Utara, Kab. Takalar",085241568022_,Pemkab,C
7371410,RS Ibu dan Anak Ananda,Kota Makassar,"Jl. Andi Djemma No 57, Kelurahan Banta - Bantaeng, Kecamatan Rappocini, Kota Makassar, Provinsi Sulawesi Selatan ",0411-874596,Perorangan,C
7318056,Rumah Sakit Sinar Kasih Toraja,Tana Toraja,"Jl. Buntu Pantan No 8 A Kecamatan 
Makale, Kabupaten Tana Toraja",0423 22585,Perorangan,C
7305012,RS Umum Daerah H. Padjonga Dg. Ngalle Takalar,Takalar,"Jl. H. Ince Husain Dg Parani No 1, Kab Takalar",0418-21065,Pemkab,C
7371234,RS Khusus Daerah Ibu dan Anak Pertiwi,Kota Makassar,"  Jl. Jend.Sudirman No.14, Makasar",0411-3616134,Pemprop,C
7317053,RS Umum Daerah Andi Djemma Masamba,Luwu Utara,   Jl. Sultan Hasanuddin No.23 Masamba,0473-21188,Pemkab,C
7371063,RS Stella Maris,Kota Makassar,Jl. Somba Opu No.273 Makassar,0411-871391,Organisasi Sosial,B
7372031,RS Tk. IV 07.07.03 Dr. Sumantri,Kota Pare-pare,Jl. Karaeng Burane No.24 Kec Ujung Bulu Kel Ujung Kota Parepare,(0421) 21507,TNI AD,C
7371413,RS Ibu dan Anak Permata Hati,Kota Makassar,Jl. Tamalanrea raya (Poros BTP) Blok 10M No.9-10,411-4774085,SWASTA/LAINNYA,C
7371434,RS Umum Sandi Karsa Makassar,Kota Makassar,Jl. Abdullah Daeng Sirua No. 16A ,081144600343,Perorangan,C
7371450,RS Islam Gigi dan Mulut FKG-UMI,Kota Makassar,Jl. Padjonga Daeng Ngalle No. 27 Makassar,085399506161,SWASTA/LAINNYA,B
7315018,RS Umum Daerah Madising,Pinrang,Jalan Poros Pinrang - Polman. KM.33 Desa Bungi Kecamatan Duampanua Kab Pinrang  Propinsi Sulawesi Selatan 91253,081242411214,Pemkab,D
7313012,RS Umum Daerah Lamaddukkelleng Kabupaten Wajo,Wajo, Jl. Kartika Chandra Kirana No. 9 Sengkang,0485-21785,Pemkab,C
7308058,RS Hapsah,Bone,"JL. Urip Sumoharjo No 10, Kelurahan Mattirowalie, Kecamatan Tanete Riattang Barat, Kabupaten Bone, Provinsi Sulawesi-Selatan ",0853 4151 0576,SWASTA/LAINNYA,C
7371325,RSUP Dr. Wahidin Sudirohusodo,Kota Makassar,"Jl. Perintis Kemerdekaan Km.11, Tamalanrea, Makassar, Sulawesi Selatan",(0411) 582888,Kemkes ,A
7371433,RS Khusus Daerah Gigi dan Mulut Provinsi Sulawesi ,Kota Makassar,"Jl. Lanto Dg. Pasewang, Kec. Mamajang, Kel. Maricaya Selatan, Kota Makassar, Provinsi Sulawesi Selatan",08877899191,Pemprop,C
7315016,RS Umum Aisyiyah St. Khadijah,Pinrang,"Jl. A. Abdullah No. 1-3, Kabupaten Pinrang, Provinsi Sulawesi Selatan ",0421-921406 ,Organisasi Islam ,D
7307014,RS Umum Daerah Kabupaten Sinjai,Sinjai,"  Jl. Jend Sudirman No. 47 Sinjai, Sulawesi Selatan",0482-21132,Pemkab,C
7371402,RS Siloam Makassar,Kota Makassar,Jl. Metro Tanjung Bunga Kav. 9,0411 3662900,SWASTA/LAINNYA,B
7305013,RS Maryam Citra Medika,Takalar,"Jl Poros Takalar-Makassar KM, Kelurahan Bajeng, Kecamatan Pattallassang, Kabupaten Takalar",4182312517,SWASTA/LAINNYA,D
7372078,RS Dr. Hasri Ainun Habibie Parepare,Kota Pare-pare,"Jl. Latasakka, Tonrangeng 1 No.46 C, RT1/RW2, Kel: Lumpue, Kec: Bacukiki Barat, Kota Parepare Parepare, Prov.Sulawesi Selatan",081142601939,Pemkot,B
7318021,RS Fatima Makale,Tana Toraja,Jl. Nusantara No.18 Makale Tator,042324058,Organisasi Sosial,C
7371403,RS Mitra Husada,Kota Makassar,Jl. Gunung Merapi No. 220,"0411-3619066,",SWASTA/LAINNYA,C
7371096,RS Khusus Daerah Dadi,Kota Makassar,Jl. Lanto Dg. Pasewang No. 34 Makassar,0411-873120,Pemprop,A
7371407,RS Umum Bahagia,Kota Makassar,Jl.Minasa upa Raya blok H 7 No 9 .Kelurahan Minasa Upa .Kec Rappoccini .Kab Makassar .Provinsi Sulawesi-Selatan,(0411) 861212,Perorangan,C
7371427,RS Gigi dan Mulut Ladokgi TNI AL Yos Sudarso,Kota Makassar,Jl. Satando No. 25 Makassar,411.3614231,TNI AL,C
7371425,RS Umum Cahaya Medika Makassar,Kota Makassar,"Jl. Perintis Kemerdekaan KM 8 NO 27-28 Kelurahan Tamalanrea Indah, Kecamatan Tamalanrea, Kota Makassar, Sulawesi Selatan Kode Pos 90245",85100909800,SWASTA/LAINNYA,D
7314024,RS Umum Daerah Arifin Numang,Sidenreng Rappang,Jl.Jend.  Achmad Yani No. 1 Rappang,0421-93010,Pemkab,C
7309044,RS AU dr. Dody Sardjoto,Maros,Jl. By Pass Bandar Udara Internasional Sultan Hasanuddin ,0411-8954384,TNI AU,C
7325016,RS Umum Daerah I Lagaligo,Luwu Timur," Jl. Sangkuruwira,No. 1 Ds. Aroalipu Kec.Wotu Kab.Luwu Timur",04732321281,Pemkab,C
7306057,RS Umum Thalia Irham,Gowa,"Jl. Poros Limbung Km.15, Panciro",082192999104,Perorangan,D
7371351,RS Umum Luramay,Kota Makassar,Jl. A.P. Pettarani Blok E19/11 Makassar,089 534 452 089,Organisasi Sosial,D
7371452,RS Umum Primaya Hertasning,Kota Makassar,"Jl. Aroepala No.  99 C Kelurahan Karunrung, Kecamatan Rappocini, Kota Makassar, Provinsi Sulawesi Selatan",08194140580,SWASTA/LAINNYA,C
7372077,RS Ibu dan Anak Ananda Trifa,Kota Pare-pare,"Jl. H. Agussalim No. 218 
Kelurahan Labukkang
Kecamatan Ujung
Kota Parepare 
Provinsi Sulawesi Selatan",081222244137,SWASTA/LAINNYA,C
7308041,RS Umum Daerah Tenriawaru Bone,Bone, Jl. DR. Wahidin Sudirohusodo Watampone,0481-21069,Pemkab,B
7326002,RS Umum Daerah Pongtiku,Toraja Utara,"Buntu Mapaken, Kel/Desa. Buntu Tallunglipu, Kecamatan Tallunglipu, Kab.Toraja Utara, Provinsi Sulawesi Selatan",082146408461,Pemkab,D
7371191,RS Ibu dan Anak Sitti Khadijah 1 Muhammadiyah,Kota Makassar,Jalan RA Kartini No. 15 - 17 Makassar,04113624554,Organisasi Islam ,C
7371451,RS Mata JEC ORBITA @Makassar,Kota Makassar,"Jl. Masjid Raya No. 75, Timungan Lompoa, Kec. Bontoala",04113605566,SWASTA/LAINNYA,C
7373003,RS Umum Bintang Laut Palopo,Kota Palopo,Jl. KH. M. Kasim No. 5 Palopo,0471-21302,Perusahaan,C
7302016,RS Umum Daerah H.A. Sulthan Daeng Radja,Bulukumba,Jl. Serikaya No. 17 Bulukumba,0413-81290,Pemkab,B
7371412,RS Umum Wisata Universitas Indonesia Timur,Kota Makassar,Jl. Abdul Kadir No.70,085397717817,SWASTA/LAINNYA,C
7317075,RS Umum Daerah Batara Guru,Luwu,"   Jl. Sawerigading, Desa Lebani, Kec. Belopa Utara Kab.Luwu Prov.Sulawesi Selatan",0471-3314100,Pemkab,C
7316015,RS Umum Daerah Massenrempulu Enrekang,Enrekang," Jl. Jend Sudirman, Kelurahan Galonta, Kecamatan Enrekang, Kabupaten Enrekang, Provinsi Sulawesi Selatan",0420-22128,Pemkab,C
7373008,RS Dokter Palemmai Tandi,Kota Palopo,Jl. Samiun No. 2 Kota Palopo,0471 24016,Pemkot,C
7402022,RS Ibu dan Anak Harapan Kita,Muna,Jl. Gatot Subroto No. 16,081241551412,Perorangan,C
7404012,RS Benyamin Guluh Kolaka,Kolaka,Jl. Mekongga Indah By Pass Kolaka-Pomalaa Kel. Tahoa Kec.  Kolaka,0405-2321042,Pemkab,C
7414002,RS Umum Daerah Kabupaten Buton Tengah,Buton Tengah,"Jalan Gersamata, Kelurahan Bombonawulu, Kecamatan Gu, Kabupaten Buton Tengah, Provinsi Sulawesi Tenggara",8114415729,Pemkab,D
7471007,RS Umum Aliyah II,Kota Kendari,Jl. Buburanda Korumba - Mandonga Kendari Sulawesi Tenggara,08114055288,Perusahaan,D
7408013,RS Umum Daerah Kab.Konawe Utara,Konawe Utara," Jl. Poros Kendari-Asera, Desa Lahimbua, Kecamatan  Andowia, Kabupaten  Konawe Utara, Provinsi Sulawesi Tenggara",085345432016,Pemkab,D
7403022,RS Umum Daerah Konawe,Konawe,"Jl. Pangeran Diponegoro No.301, Konawe",0408-2421014,Pemkab,C
7404034,RS Umum Daerah H.M.Djafar Harun,Kolaka Utara,"Jl. Trans Sulawesi, Lasusua, Kolaka Utara, Sulawesi Tenggara",085331308212,Pemkab,C
7471010,RS Hermina Kendari,Kota Kendari,Jl. D. I. Panjaitan RT. 06 RW. 03 Kelurahan Wundudopi Kecamatan Baruga,,SWASTA/LAINNYA,C
7471005,RS Umum Aliyah,Kota Kendari,"Jl. Bunggasi Poros Anduonohu Kel. Rahandouna Kec. Poasia, Kota Kendari, Provinsi Sulawesi Tenggara",08114163818,SWASTA/LAINNYA,D
7471044,RS Santa Anna,Kota Kendari,Jl. DR. Moh.Hatta 65A Kendari,0401-3123092 / ,Organisasi Sosial,C
7412002,RS Umum Daerah Kabupaten Konawe Kepulauan,Konawe Kepulauan,Desa Pasir Putih Kecamatan Wawonii Barat Kabupaten Konawe Kepulauan Provinsi Sulawesi Tenggara,0813-5658-6568,Pemkab,D
7406036,RS Umum Daerah Kabupaten Bombana,Bombana,"Jl.Poros Kasipute-Kendari 
Desa Lantouwa Kecamatan Rarowatu Utara 
Kebupaten Bombana
Provinsi Sulawesi Tenggara",085241632031,Pemkab,C
7471136,RS Jantung dan Pembuluh Darah Oputa Yi Koo Sulawesi Tenggara,Kota Kendari,Jl. Dr. Sam Ratulangi No. 151,04013850020,Pemprop,B
7471070,RS Bhayangkara Kendari,Kota Kendari, Jl. Gunung Meluhu No. 7 Kota Kendari,0401-3121253,POLRI,C
7401024,RS Umum Daerah Kabupaten Buton Utara,Buton Utara,"Jl. Poros Ereke - Waode Buri, Desa Kalibu, Kecamatan Kulisusu, Kabupaten Buton Utara, Provinsi Sulawesi Tenggara",081343791860,Pemkab,D
7403126,RS Umum Setia Bunda,Konawe,"Jl. Jenderal Sudirman No.698, Kel. Ambekairi Kec. Unaaha Kab. Konawe Prov. Sulawesi Tenggara",082211883400,SWASTA/LAINNYA,D
7471002,RS Hati Mulia,Kota Kendari,JL D.I. PANJAITAN NO 243 ,8114009554,Perorangan,D
7401038,RS Umum Daerah Kabupaten Buton,Buton, Jl. Protokol Laburunce  Kec. Pasarwajo Kab. Buton Sulawesi Tenggara,08114050480,Pemkab,C
7471138,RS PMI Prov. Sultra,Kota Kendari,"Jl. S . Parman, No. 35, Kel. Watu - watu, Kec. Kendari Barat, Kota Kendari, Provinsi Sulawesi Tenggara",082246672124,Organisasi Sosial,D
7403114,RS Umum Daerah Konawe Selatan,Konawe Selatan," Jl. Poros Andoolo No. 1 Kompleks Perkantoran Pemda Kel.Potoro Kec.Andoolo, Kab.Konawe Selatan, Prov. Sulawesi Tenggara",0401 - 3198994,Pemkab,C
7401039,RS Umum Daerah Kabupaten Buton Selatan,Buton Selatan,"Jl. Gajah Mada, kel. Bandar Batauga kec. Batauga kab. Buton Selatan Propinsi Sulawesi Tenggara Telp/Fax.(0402)",085257769540,Pemkab,C
7471008,RS Umum Aliyah III,Kota Kendari,Jl. Christina Martha Tiahahu Kec. Baruga Kota Kendari Provinsi Sulawesi Tenggara,081245617189,SWASTA/LAINNYA,D
